Provider_Name,Provider_Cat,Low_Cost,Med_Cost,High_Cost,VHigh_Cost,State,Child_Pov_LVL,High_School_Grad_Perc,Med_Age,Med_Fam_Income,Med_HHold_Income,Perc_NonEnglish,Perc_Veterans,Pov_LVL,Population_Total,Perc_Pop_Under18,Perc_Pop_18_24,Perc_Pop_25_44,Perc_Pop_45_64,Perc_Pop_Over65,Male_per_100_Females_All,Male_per_100_Females_Over18,Housing_Units,Area_Total,Water_Area,Land_Area,Pop_Density,Housing_Density,Perc_White,Perc_Black,Perc_Native,Perc_Asian,Perc_Islander,Perc_Other,Perc_MultiRace,Perc_Latin,Perc_WhiteAlone
MERCY GENERAL HOSPITAL,High,0,0,1,0,California,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
MERCY GILBERT MEDICAL CENTER,Med,0,1,0,0,Arizona,0,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
MERCY HEALTH - WEST HOSPITAL,Low,1,0,0,0,Ohio,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MERCY HEALTH MUSKEGON,Med,0,1,0,0,Michigan,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
MERCY HEALTH SYSTEM CORP,Med,0,1,0,0,Wisconsin,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL,Med,0,1,0,0,Minnesota,0,1,1,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
MERCY HOSPITAL,Med,0,1,0,0,California,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
MERCY HOSPITAL,Med,0,1,0,0,Iowa,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MERCY HOSPITAL,Med,0,1,0,0,Maine,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL,Med,0,1,0,0,Kansas,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL-FORT SCOTT,Low,1,0,0,0,Kansas,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL ADA,Med,0,1,0,0,Oklahoma,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MERCY HOSPITAL AND MEDICAL CENTER,High,0,0,1,0,Illinois,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
MERCY HOSPITAL ANDERSON,Low,1,0,0,0,Ohio,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
"MERCY HOSPITAL ARDMORE, INC",Low,1,0,0,0,Oklahoma,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
MERCY HOSPITAL CLERMONT,Low,1,0,0,0,Ohio,0,0,1,1,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"MERCY HOSPITAL EL RENO, INC",Low,1,0,0,0,Oklahoma,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MERCY HOSPITAL FAIRFIELD,Low,1,0,0,0,Ohio,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL INDEPENDENCE,Low,1,0,0,0,Kansas,1,1,0,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MERCY HOSPITAL JEFFERSON,Low,1,0,0,0,Missouri,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL JOPLIN,Low,1,0,0,0,Missouri,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
MERCY HOSPITAL LEBANON,Med,0,1,0,0,Missouri,1,0,1,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL NORTHWEST ARKANSAS,Low,1,0,0,0,Arkansas,0,0,0,1,1,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
MERCY HOSPITAL OF BUFFALO,Med,0,1,0,0,New York,1,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
MERCY HOSPITAL OF DEFIANCE,Low,1,0,0,0,Ohio,0,1,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY HOSPITAL OF FOLSOM,High,0,0,1,0,California,0,1,1,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0,1,1,0,1,0,1
"MERCY HOSPITAL OKLAHOMA CITY, INC",Low,1,0,0,0,Oklahoma,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,0,0,0,1,1,0,1,1,1,0
MERCY HOSPITAL SPRINGFIELD,Low,1,0,0,0,Missouri,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1
MERCY HOSPITAL WASHINGTON,Low,1,0,0,0,Missouri,0,1,1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY MCCUNE BROOKS HOSPITAL,Low,1,0,0,0,Missouri,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1
MERCY MEDICAL CENTER,Med,0,1,0,0,New York,0,1,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MERCY MEDICAL CENTER,Med,0,1,0,0,Ohio,1,0,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
MERCY MEDICAL CENTER,Med,0,1,0,0,California,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
MERCY MEDICAL CENTER,Med,0,1,0,0,Oregon,1,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
MERCY MEDICAL CENTER-CLINTON,Med,0,1,0,0,Iowa,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY MEDICAL CENTER-DUBUQUE,Low,1,0,0,0,Iowa,0,1,1,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
MERCY MEDICAL CENTER-NORTH IOWA,Low,1,0,0,0,Iowa,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY MEDICAL CENTER-SIOUX CITY,Low,1,0,0,0,Iowa,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1
MERCY MEDICAL CENTER - CEDAR RAPIDS,Low,1,0,0,0,Iowa,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY MEDICAL CENTER INC,High,0,0,1,0,Maryland,1,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
MERCY MEDICAL CENTER OF OSHKOSH,Low,1,0,0,0,Wisconsin,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY MEDICAL CENTER REDDING,High,0,0,1,0,California,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1
MERCY MEDICAL CTR,Med,0,1,0,0,Massachusetts,1,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
MERCY REGIONAL MEDICAL CENTER,Med,0,1,0,0,Ohio,1,0,1,0,0,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
MERCY REGIONAL MEDICAL CENTER,Med,0,1,0,0,Louisiana,1,0,1,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERCY REGIONAL MEDICAL CENTER,Med,0,1,0,0,Colorado,0,1,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1
MERCY SAN JUAN MEDICAL CENTER,High,0,0,1,0,California,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,1
MERCY ST ANNE HOSPITAL,Low,1,0,0,0,Ohio,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
MERCY ST CHARLES HOSPITAL,Med,0,1,0,0,Ohio,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERCY ST VINCENT MEDICAL CENTER,High,0,0,1,0,Ohio,1,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0
MERCY TIFFIN HOSPITAL,Med,0,1,0,0,Ohio,0,1,0,0,0,0,1,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MERIT HEALTH BATESVILLE,Med,0,1,0,0,Mississippi,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH BILOXI,Med,0,1,0,0,Mississippi,1,1,0,0,0,0,1,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,1
MERIT HEALTH CENTRAL,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH GILMORE MEMORIAL,Low,1,0,0,0,Mississippi,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
MERIT HEALTH MADISON,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH NATCHEZ,Low,1,0,0,0,Mississippi,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH NATCHEZ-COMMUNITY CAMPUS,Low,1,0,0,0,Mississippi,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH RANKIN,Low,1,0,0,0,Mississippi,0,1,1,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MERIT HEALTH RIVER OAKS,Med,0,1,0,0,Mississippi,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1
MERIT HEALTH RIVER REGION,Med,0,1,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERIT HEALTH WESLEY,Low,1,0,0,0,Mississippi,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MERITUS MEDICAL CENTER,Med,0,1,0,0,Maryland,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1
METHODIST AMBULATORY SURGERY HOSPITAL NW,Low,1,0,0,0,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
METHODIST CHARLTON MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
METHODIST DALLAS MEDICAL CENTER,High,0,0,1,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0
METHODIST HEALTHCARE - OLIVE BRANCH HOSPITAL,Low,1,0,0,0,Mississippi,0,1,1,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
METHODIST HEALTHCARE MEMPHIS HOSPITALS,Med,0,1,0,0,Tennessee,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0
METHODIST HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
METHODIST HOSPITAL,Med,0,1,0,0,Nebraska,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1
METHODIST HOSPITAL,Med,0,1,0,0,Kentucky,1,0,1,0,0,0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
METHODIST HOSPITAL FOR SURGERY,Med,0,1,0,0,Texas,0,1,0,1,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0
METHODIST HOSPITAL OF CHICAGO,Med,0,1,0,0,Illinois,1,0,0,0,1,1,0,1,1,0,0,1,0,0,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,0
METHODIST HOSPITAL OF SACRAMENTO,Very High,0,0,0,1,California,1,0,0,0,1,1,0,1,1,1,0,1,0,0,1,1,1,0,0,0,1,1,0,0,0,1,1,1,1,1,0
METHODIST HOSPITAL OF SOUTHERN CA,Med,0,1,0,0,California,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0
"METHODIST HOSPITAL,THE",Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
METHODIST HOSPITALS INC,Med,0,1,0,0,Indiana,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
METHODIST JENNIE EDMUNDSON,Low,1,0,0,0,Iowa,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
METHODIST MANSFIELD MEDICAL CENTER,Low,1,0,0,0,Texas,0,1,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
METHODIST MEDICAL CENTER OF ILLINOIS,Med,0,1,0,0,Illinois,1,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0
METHODIST MEDICAL CENTER OF OAK RIDGE,Low,1,0,0,0,Tennessee,0,1,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1
METHODIST RICHARDSON MEDICAL CENTER,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0
METHODIST STONE OAK HOSPITAL,Low,1,0,0,0,Texas,1,0,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,1,0,0,0,0,1,1,1,0
METHODIST SUGAR LAND HOSPITAL,Low,1,0,0,0,Texas,0,1,1,1,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
METHODIST WEST HOUSTON HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
METHODIST WILLOWBROOK HOSPITAL,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,1,1,0,1,0,0,1,1,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
METRO HEALTH HOSPITAL,Med,0,1,0,0,Michigan,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1
METROHEALTH SYSTEM,High,0,0,1,0,Ohio,1,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0
METROPLEX HOSPITAL,Med,0,1,0,0,Texas,0,1,0,0,1,1,1,0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0
METROPOLITAN HOSPITAL CENTER,Very High,0,0,0,1,New York,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,1,1,0,0,0,0,0,1,0,1,1,1,0
METROPOLITAN HOSPITAL CENTER,Very High,0,0,0,1,New York,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,1,0
METROSOUTH MEDICAL CENTER,Med,0,1,0,0,Illinois,1,0,0,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0
METROWEST MEDICAL CENTER,Med,0,1,0,0,Massachusetts,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
MIAMI COUNTY MEDICAL CENTER,Med,0,1,0,0,Kansas,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIAMI VALLEY HOSPITAL,Med,0,1,0,0,Ohio,1,0,0,0,0,0,1,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
MID-COLUMBIA MEDICAL CENTER,Med,0,1,0,0,Oregon,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1
MID COAST HOSPITAL,Med,0,1,0,0,Maine,0,1,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIDDLESEX HOSPITAL,Med,0,1,0,0,Connecticut,0,1,0,1,1,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1
MIDLAND MEMORIAL HOSPITAL,Med,0,1,0,0,Texas,0,0,0,1,1,1,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
MIDMICHIGAN MEDICAL CENTER-CLARE,Low,1,0,0,0,Michigan,1,1,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIDMICHIGAN MEDICAL CENTER-GRATIOT,Med,0,1,0,0,Michigan,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIDMICHIGAN MEDICAL CENTER-MIDLAND,Med,0,1,0,0,Michigan,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MIDSTATE MEDICAL CENTER,Med,0,1,0,0,Connecticut,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0
MIDTOWN MEDICAL CENTER,Med,0,1,0,0,Georgia,1,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0
MIDWEST ORTHOPEDIC SPECIALTY HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MIDWEST SURGICAL HOSPITAL LLC,Low,1,0,0,0,Nebraska,0,1,0,1,1,0,1,0,1,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,1,0,1
MIDWESTERN REGION MED CENTER,Very High,0,0,0,1,Illinois,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0
MILAN GENERAL HOSPITAL,Low,1,0,0,0,Tennessee,1,1,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MILE BLUFF MEDICAL CENTER,Med,0,1,0,0,Wisconsin,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MILFORD REGIONAL MEDICAL CENTER,Med,0,1,0,0,Massachusetts,0,1,1,1,1,1,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MILLCREEK COMMUNITY HOSPITAL,Med,0,1,0,0,Pennsylvania,1,1,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1
MILLS-PENINSULA MEDICAL CENTER,High,0,0,1,0,California,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0
MILTON S HERSHEY MEDICAL CENTER,High,0,0,1,0,Pennsylvania,0,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MINDEN MEDICAL CENTER,Low,1,0,0,0,Louisiana,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MINIMALLY INVASIVE SURGERY HOSPITAL,Very High,0,0,0,1,Kansas,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MINISTRY SAINT JOSEPHS HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MINISTRY SAINT MARYS HOSPITAL,Med,0,1,0,0,Wisconsin,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MINISTRY ST MICHAELS HOSPITAL OF STEVENS POINT,Low,1,0,0,0,Wisconsin,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MIRIAM HOSPITAL,Med,0,1,0,0,Rhode Island,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,0
MISSION HOSPITAL REGIONAL MED CENTER,Med,0,1,0,0,California,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,1,1,0,0,1,1,0,1,1,1
MISSION REGIONAL MEDICAL CENTER,Med,0,1,0,0,Texas,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
MISSISSIPPI BAPTIST MEDICAL CENTER,Low,1,0,0,0,Mississippi,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MISSOURI BAPTIST MEDICAL CENTER,Low,1,0,0,0,Missouri,0,1,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1
MISSOURI DELTA MEDICAL CENTER,Med,0,1,0,0,Missouri,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MIZELL MEMORIAL HOSPITAL,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1
MOBERLY REGIONAL MEDICAL CENTER,Med,0,1,0,0,Missouri,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MOBILE INFIRMARY MEDICAL CENTER,Low,1,0,0,0,Alabama,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
MONMOUTH MEDICAL CENTER,High,0,0,1,0,New Jersey,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0
MONMOUTH MEDICAL CENTER-SOUTHERN CAMPUS,Med,0,1,0,0,New Jersey,1,0,0,0,0,1,0,1,0,1,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1
MONONGAHELA VALLEY HOSPITAL,Low,1,0,0,0,Pennsylvania,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MONONGALIA COUNTY GENERAL HOSPITAL,Low,1,0,0,0,West Virginia,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1
MONROE COUNTY HOSPITAL,Low,1,0,0,0,Alabama,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MONROE COUNTY MEDICAL CENTER,Med,0,1,0,0,Kentucky,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
MONROE HOSPITAL,Low,1,0,0,0,Indiana,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1
MONROE SURGICAL HOSPITAL,Low,1,0,0,0,Louisiana,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
MONTCLAIR HOSPITAL MEDICAL CENTER,High,0,0,1,0,California,0,0,0,0,1,1,0,0,0,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0
MONTEFIORE MOUNT VERNON HOSPITAL,High,0,0,1,0,New York,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0
MONTEFIORE NEW ROCHELLE HOSPITAL,High,0,0,1,0,New York,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,1,0
MONTEREY PARK HOSPITAL,Very High,0,0,0,1,California,0,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0
